county,state,population_2024,age_under5,age_under18,age_65andover,race_white,race_black,race_americanindianoralaskanative,race_asian,race_nativehawaiianorpacificislander,race_hispanicorlatino,owneroccupied_units,medianval_ownerunits,pper_household,language_otherenglish,education_hsorhigher (25+),education_bachelorsorhigher (25+),without_insuranceunder65,income_household (2024 dollars),income_percapita (2024 dollars),population_density (square mile 2020)
clare county,michigan,"31,405",5,19.3,26.5,96,0.9,1,0.4,0,2.5,86.9,133800,2.46,5.5,88.7,12.9,7.6,49384,28794,54.7
chippewa county,michigan,"36,253",4.2,17.6,20.3,70.5,6.2,16.7,0.7,0.1,2.4,75,161900,2.26,4.7,92.6,23.3,6.1,62217,30655,23.6
cheboygan county,michigan,"25,964",3.6,15,30.3,91.9,1.2,3.3,0.5,0.1,1.9,85.6,192500,2.29,3,91.1,24.4,7.4,62875,36725,35.8
charlevoix county,michigan,"26,105",4,17,29.1,94.7,0.8,1.7,0.7,0.1,2.3,83.5,276800,2.1,3,95.1,35.2,5.4,76531,48894,62.6
cass county,michigan,"51,550",4.6,19.6,23.8,89.4,4.9,1.2,1,0.1,5,81.6,218000,2.41,4.3,90,21.8,7.2,70443,39236,105.3
calhoun county,michigan,"133,785",5.6,22.4,19.2,80.4,11.3,0.8,3,0.1,6.3,72.7,162800,2.44,6.9,91.4,22.9,6.1,63177,34349,190.2
branch county,michigan,"46,187",6.6,23.2,20.2,93.7,2.8,0.6,0.8,0.1,8,77.7,162500,2.57,11.7,88.6,17.3,7.6,63724,31163,88.6
berrien county,michigan,"152,703",5,20.8,22.5,79.8,14,0.7,2.4,0.1,6.7,72.8,224300,2.35,7.9,92.3,30.9,7,65425,38351,271.8
benzie county,michigan,"18,520",4,16.6,30,95.2,1,1.3,0.6,0,2.7,87.8,285700,2.34,2,94.1,36.9,5.5,74834,42600,56.2
bay county,michigan,"102,651",4.7,19.1,23.1,93.9,2.1,0.7,0.7,0,6.1,77,152200,2.26,2.3,91.9,22.1,5.6,61763,35602,234.8
barry county,michigan,"64,025",4.8,21.2,20.8,95.6,1,0.7,0.7,0,3.8,87.3,264100,2.57,4.9,93.4,24.9,5.1,77500,40828,112.9
baraga county,michigan,"8,169",4.9,17.4,23.8,74,6.9,13.7,0.5,0,1.9,78.5,138100,2.09,2.3,91.8,14.8,5.3,55327,29010,9.1
arenac county,michigan,"15,087",4.3,18.3,28.8,95.3,0.8,1.3,0.3,0.1,2.5,86.2,150600,2.27,2.5,88.2,16,7,58811,32082,41.3
antrim county,michigan,"24,536",4.1,16.5,30,95.6,0.7,1.4,0.4,0.1,2.4,86.4,255500,2.15,1.9,94.7,34.3,5.7,72054,42806,49.3
alpena county,michigan,"28,903",4.5,18.4,26.4,96.2,0.8,0.8,0.6,0,1.8,80,153900,2.17,2.5,92.6,18.3,6.1,53950,34583,50.5
allegan county,michigan,"122,429",5.2,22.4,19.6,94.4,1.6,0.8,1,0.1,8.3,87.4,267100,2.64,7.1,92.4,27.1,6,83283,39282,146.0
alger county,michigan,"8,695",3.6,14.2,28.9,83.6,7.6,4.7,0.5,0,1.9,86.3,176200,2.19,2.8,93.9,21,5.2,61286,29895,9.7
alcona county,michigan,"10,624",3.6,12.8,38.1,95.9,0.9,0.8,0.5,0.1,2.1,89.6,162800,1.94,1.8,92.9,21.4,6,54993,36382,15.1
worcester county,massachusetts,"881,248",5.1,20.2,18,83,7.6,0.6,6.1,0.1,14.5,65.8,423700,2.5,22.3,91.2,39.7,3.2,95939,48914,570.7
suffolk county,massachusetts,"793,144",4.8,15.8,13.9,61,23.5,0.8,10.4,0.2,24.1,36.5,705800,2.25,38.8,87.5,50.6,3.6,95631,58636,13697.5
plymouth county,massachusetts,"542,090",5.1,20.2,20.9,82,13.3,0.4,1.9,0.1,5.3,77.6,556000,2.58,14.7,93.1,41.8,2.7,114201,57650,806.1
norfolk county,massachusetts,"740,754",5,20,18.5,73.6,9.4,0.3,14.1,0.1,6.3,68.7,683900,2.51,23.3,94.4,58.8,2.1,130739,71758,1832.8
nantucket county,massachusetts,"14,670",5.2,19.8,17.3,83.3,11.6,0.5,2,0.1,18.4,71.8,1593800,2.71,18.7,93.2,56.3,3,139688,77014,308.6
middlesex county,massachusetts,"1,668,956",5,19.2,17,74.7,6.6,0.4,15.3,0.1,9.8,61.3,727800,2.49,29.1,93.2,59.5,2.4,130847,69556,1995.5
hampshire county,massachusetts,"165,399",3,13.5,20.2,86.6,3.9,0.4,6.1,0.1,7.7,67.8,390300,2.24,12.9,95.4,51.6,2.4,87001,45568,307.8
hampden county,massachusetts,"464,151",5.2,20.5,19.1,80.8,11.9,0.8,3,0.2,28,62.2,298800,2.44,25.6,87.2,29.3,3.8,71306,38219,755.0
franklin county,massachusetts,"70,871",3.6,16.1,26.5,92.8,2,0.5,2,0.2,5.8,70.1,329000,2.2,6.7,94.5,40.6,3,74907,42563,101.6
essex county,massachusetts,"823,938",5.3,20.6,19.4,82.7,8.5,1.2,4.3,0.2,25.7,63.5,619100,2.54,28.7,90.1,43,3.6,101883,54665,1644.3
dukes county,massachusetts,"21,061",4.2,17.3,28.8,87.9,6.5,1.2,1.4,0.1,3.7,82.1,1165800,2.73,14.1,95.3,51.9,4.8,125786,79756,199.6
bristol county,massachusetts,"588,593",4.9,20,18.6,84.5,8.9,0.9,2.8,0.2,10.9,62.3,451200,2.43,21.7,86.7,30.8,3.9,85625,44757,1047.2
berkshire county,massachusetts,"128,726",3.6,15.3,26.6,90.5,4.1,0.4,2.1,0.1,6.3,69.9,305400,2.14,8.1,94.1,40,2.8,76013,49365,139.2
barnstable county,massachusetts,"232,570",3.3,13.6,34.8,91,4.3,0.7,1.8,0.1,4,81.1,629000,2.16,10.8,96.2,48.2,3.1,95241,62086,580.9
worcester county,maryland,"54,337",4,16.8,29.9,83.2,12.4,0.4,1.7,0.1,4.2,78,374700,2.19,6.3,94,35.3,6.8,81745,53274,112.0
wicomico county,maryland,"106,329",6.3,22.5,17.5,63.7,28.5,0.6,3.3,0.2,7.4,62.3,254700,2.49,13.9,90.8,29.5,8.3,76210,37997,276.7
washington county,maryland,"157,228",5.3,21.4,18.5,78.7,14.5,0.6,2.3,0.1,9.2,66.8,296100,2.48,9.4,88.6,24.1,7.5,77747,39035,338.0
talbot county,maryland,"38,244",4.9,18.3,30.6,81.5,12.6,1.5,1.8,0.2,10.6,75.1,409700,2.28,9.9,92.1,42,7.3,84811,56059,139.7
st. mary's county,maryland,"116,469",6.2,23.7,15.1,76,16.2,0.5,3.1,0.1,6.6,73.2,407600,2.65,7.3,92.7,36.5,5.4,119446,53417,317.3
somerset county,maryland,"25,241",4.8,17.9,18.3,54,41.3,0.5,1.1,0.1,5,73.1,173200,2.38,6.5,86.7,19.4,7.2,64943,28462,77.0
queen anne's county,maryland,"53,688",5.2,20.6,22,89.2,6.3,0.7,1.5,0.1,6.6,82.9,462700,2.58,5.7,93.5,38,5.9,112826,55382,134.2
prince george's county,maryland,"966,629",5.8,21.7,15.9,28.4,62,1.9,4.5,0.2,23.9,62.3,426000,2.7,30.7,86.6,36.7,11.4,101798,46366,2003.9
montgomery county,maryland,"1,082,273",5.6,22.5,18,57.5,21,1.1,16.4,0.1,21.7,65.3,640300,2.72,43,91.3,60.6,7.9,132450,67571,2153.8
kent county,maryland,"19,557",3.9,14.9,29.4,81.5,14.1,0.5,1.5,0.1,6.1,72.5,330900,2.09,5,92.9,39.6,7.2,80147,47492,69.3
howard county,maryland,"339,668",5,23.1,16.3,52.6,21.9,0.6,20.8,0.1,9.1,71.5,597900,2.76,28.3,95,64.5,4.5,149763,67501,1324.2
harford county,maryland,"265,514",5.3,21.9,18.5,76.2,16.6,0.5,3.4,0.1,6.2,79.7,386400,2.57,8.6,95.1,40.3,4.9,112265,51717,596.9
garrett county,maryland,"28,393",4.2,17.2,25.8,96.7,1.2,0.3,0.5,0,1.6,79.7,235300,2.22,3.3,90.2,25.9,8,67688,43354,44.4
frederick county,maryland,"299,317",5.7,23.1,16,75.6,12.8,0.6,7.3,0.1,13.7,77,464600,2.7,17.7,93.4,45.8,5.7,122002,54982,411.3
dorchester county,maryland,"33,138",5.6,20.5,24.4,65.8,29.3,0.6,1.2,0.1,6.6,65.6,262400,2.38,6.1,86.3,19.4,8.2,61839,35605,60.2
charles county,maryland,"174,478",5.5,23.4,14.6,36.4,54.9,0.8,3.7,0.2,8.7,82.1,428500,2.78,10.2,94.5,33.5,5.4,122816,51110,363.9
cecil county,maryland,"106,305",5.5,21.9,18.2,85.6,9.3,0.5,1.6,0.1,6,75.3,343400,2.54,6.9,91.8,28,5.3,92007,43250,299.5
carroll county,maryland,"177,108",5.3,22,18.8,89.2,4.8,0.4,2.9,0.1,5.7,84.3,434000,2.66,6.9,95.3,40.7,4.4,118211,53124,386.2
caroline county,maryland,"34,248",6.9,24.2,18.3,79.9,13.8,1.5,1.4,0.4,10.3,71.9,290100,2.65,8.5,83.8,16.2,8.7,68457,34341,104.2
calvert county,maryland,"94,913",5.4,22.7,17.5,78.6,14.7,0.5,2.2,0.2,5.6,87.2,460200,2.8,5.9,94.9,37,4.1,133922,57710,435.2
baltimore city,maryland,"568,271",5.9,20.8,16.1,32.6,60.6,0.7,3.1,0.1,8.8,47.5,229600,2.16,12,87.7,36.1,7.2,62177,40604,7235.8
baltimore city,maryland,"568,271",6,20.9,15.3,26.9,59.2,0.4,2.6,0,8.2,47.5,229600,2.16,12,87.7,36.1,6.9,62177,40604,7235.8
baltimore county,maryland,"852,425",5.6,21.6,19,56.7,32.6,0.7,6.8,0.1,8.4,66.4,349300,2.5,15.8,91.7,42.3,6.4,91768,49074,1428.1
anne arundel county,maryland,"602,350",5.7,22.1,16.8,70.1,20.4,0.7,4.9,0.1,11.3,75.1,467900,2.6,13.9,93.6,45.8,5.6,124911,59733,1418.1
allegany county,maryland,"67,097",4.5,17.8,21.6,87.7,7.9,0.3,1.3,0.1,2.2,70.7,154900,2.23,3.2,90.4,21.1,6.1,59603,31210,161.3
york county,maine,"220,143",4.2,17.1,23.9,94.2,1.9,0.3,1.7,0,2.4,77.3,395700,2.33,5.7,95.4,36.2,6.7,88333,47536,213.9
washington county,maine,"31,383",4.4,18.5,27.2,90.6,0.9,5.1,0.7,0.1,3,79.7,161800,2.14,5.6,91.1,24.7,11.2,56024,33745,12.1
waldo county,maine,"40,617",4,17.1,26.5,96.3,0.7,0.6,0.7,0,1.8,81.9,257700,2.25,4.4,93.6,34.4,8.5,72782,40336,54.3
somerset county,maine,"51,338",4.4,18.1,23.8,96.2,0.8,0.6,0.6,0,1.8,77.4,166900,2.16,2.2,93.2,21.1,9.4,58179,34433,12.9
sagadahoc county,maine,"37,582",4.3,17.4,26.1,95.3,1.4,0.5,1,0,2.2,77.8,333300,2.25,2.8,95.7,44.2,6.9,87806,47808,144.5
piscataquis county,maine,"17,432",3.7,16.3,28.4,95.1,0.8,0.7,1.2,0,2,78.8,170200,2.02,2.6,91.4,21.6,8.6,61345,37077,4.2
penobscot county,maine,"156,840",4.2,17.1,21.2,93.9,1.4,1.3,1.4,0,2.4,70.5,214100,2.26,4.9,94.8,30.1,8.1,66356,37915,44.8
oxford county,maine,"60,039",4.2,17.2,25.2,96,0.8,0.6,0.7,0.1,1.8,80.6,217300,2.42,2.1,92.6,24,10.1,60173,35412,27.8
lincoln county,maine,"36,491",3.6,15.9,30.6,96.1,0.9,0.5,0.9,0,1.6,82.5,332700,2.13,3.3,95,40.2,8.6,76875,45631,77.3
knox county,maine,"40,981",3.6,16.2,29.4,96,1,0.5,0.7,0,2,78.7,324900,2.12,4.2,94.8,39.7,10.2,74096,44763,111.2
kennebec county,maine,"128,461",4.4,18.2,22.1,94.9,1,0.6,1.2,0.1,2.4,73.7,238200,2.25,4.8,94.8,31.9,7.4,69077,38597,142.5
hancock county,maine,"56,946",3.7,15.6,27.9,94.6,1.7,0.5,1.5,0,2,78.5,310400,2.14,3.3,95.6,40.1,10.4,72744,44241,35.0
franklin county,maine,"30,902",3.6,16.7,24.7,96,0.9,0.5,0.6,0.1,2,76.3,194700,2.3,3.4,94.1,32,9.3,58675,34978,17.4
cumberland county,maine,"313,809",4.5,17.6,21.5,90.2,4.7,0.3,2.6,0,3,69.8,451200,2.26,7.6,96.8,53,6.2,95677,55739,362.4
aroostook county,maine,"66,776",4.4,18.6,26.4,94.4,1.2,1.9,0.6,0.1,2,74.5,149700,2.18,14,91.1,23.4,9,56700,34879,10.1
androscoggin county,maine,"115,272",5.2,20.2,19.7,89,6.8,0.5,1.1,0,2.4,67.9,252800,2.33,10.5,93.1,23.4,7.8,67873,36085,237.5
winn parish,louisiana,"13,405",4.4,19.7,19.4,66.4,29.2,1.6,0.5,0,9,71.2,108500,2.5,7.5,82.7,14.4,7.4,48871,26211,14.5
west feliciana parish,louisiana,"15,155",3.4,15.6,16.6,53.8,43.6,0.3,0.9,0.1,4,75.7,245700,2.71,3.8,83.2,21.6,5.3,77452,29951,38.0
west carroll parish,louisiana,"9,254",5.7,22.1,22.4,81.9,14.8,1,0.4,0,3.9,76.1,94400,2.41,4.3,81.7,15.2,8.7,49134,29378,27.1
west baton rouge parish,louisiana,"28,425",6.1,24.1,15.9,55.4,42,0.3,0.7,0.1,4.9,76.8,229900,2.48,4.5,90,23.3,5.8,87299,39621,141.4
vernon parish,louisiana,"45,819",8,25.6,14.7,78.1,13.7,1.8,2,0.4,10,56,156000,2.49,7.7,89,19.8,7.4,57270,30322,36.7
vermilion parish,louisiana,"57,641",6.3,25,17.4,80.6,14.8,0.5,2.1,0,5.3,73.4,163300,2.59,10.3,84.1,17.6,8.4,55707,30227,48.9
terrebonne parish,louisiana,"103,864",6.1,24.3,17,70.2,18.5,6.7,1.3,0.1,8,75.3,187200,2.49,9.2,84.1,18.7,9.1,64836,33624,89.1
tensas parish,louisiana,"3,844",4.2,21,30.1,43.6,54.1,0.3,0.3,0,2.7,74.2,86300,2.33,1.3,80.5,14.6,9.9,36615,20390,6.9
tangipahoa parish,louisiana,"139,823",6.8,24.3,15.9,66,30.8,0.5,0.8,0.1,6.2,70.3,212900,2.55,5.3,83.7,20.8,8.3,56760,31792,168.3
st. tammany parish,louisiana,"277,615",5.5,23.1,19.4,80.2,15.1,0.8,1.7,0.1,8.7,78.9,284000,2.57,7,92,37.7,7.1,81202,43364,313.0
st. mary parish,louisiana,"46,799",6.5,24.7,19.8,62.1,31.1,2.7,1.5,0.1,10.8,68.6,138900,2.55,10,80.3,13.6,8.8,52576,28265,88.9
st. martin parish,louisiana,"51,218",6.3,23.8,18.3,66.8,29.6,0.8,1,0.1,4.2,77.7,164200,2.61,10.6,83.2,16.8,8.1,55960,31041,70.2
st. landry parish,louisiana,"80,869",6.7,26.3,17.5,55.4,41.9,0.5,0.6,0,3.6,70.1,142500,2.5,8.1,81.4,14.9,8.7,44462,25412,89.3
st. john the baptist parish,louisiana,"39,694",5.6,23.6,16.8,36.9,59.5,0.7,1.1,0.2,10.3,77.5,193200,2.67,8,85.5,18.2,6.9,66630,30132,198.1
st. james parish,louisiana,"19,110",5.6,21.8,20.9,51.2,47.1,0.3,0.4,0,2.1,84.4,211800,2.57,2.2,87.8,19.5,5.5,65531,37140,84.9
st. helena parish,louisiana,"10,857",4.4,19.7,22.4,48.2,49.2,0.6,0.3,0.1,3.5,79,77300,2.57,1.8,82.3,11.4,9.1,41934,25200,26.7
st. charles parish,louisiana,"50,400",5.4,23.4,17.1,71,25.3,0.6,1.2,0.1,8.8,82.1,263700,2.74,9,89.2,26.9,5.9,80897,38258,189.2
st. bernard parish,louisiana,"44,783",6.4,25.4,14.6,66.5,27,1.2,2.3,0.1,14.3,70.1,202500,2.72,10,82.2,17.6,9.1,58651,30406,115.9
sabine parish,louisiana,"21,746",5.8,22.5,22.2,69.2,16.3,9.5,0.5,0.1,3.7,80.3,123100,2.46,3,85.7,13.6,9.2,50329,29015,25.6
richland parish,louisiana,"19,643",6.3,23.3,19.3,62.2,35.6,0.4,0.4,0,2.5,66.8,141900,2.58,1.9,80.5,17.6,8.8,53544,27433,36.1
red river parish,louisiana,"7,238",6.1,22.7,21.2,57.8,39.4,0.8,0.4,0,3.1,77.3,119700,2.34,0.6,82.5,14,7.3,49167,27468,19.6
rapides parish,louisiana,"125,899",6.4,24.8,17.9,63.3,32.1,1,1.5,0.1,4.6,64.8,181100,2.53,5,87.9,23.1,8.8,54967,31518,98.5
pointe coupee parish,louisiana,"19,845",5.9,21.4,23.6,63.5,34.2,0.4,0.5,0,4,80,179300,2.41,3.3,83.9,18.4,7.9,65961,36076,37.3
plaquemines parish,louisiana,"22,289",5.8,23.7,15.7,67.9,21.8,1.8,4.8,0.2,10.4,75.8,282900,2.69,10.5,87.6,21.5,8.1,86315,36458,30.1
ouachita parish,louisiana,"157,874",6.2,24.2,16.7,58.2,38.6,0.5,1.2,0.1,3.9,61,194400,2.5,4,88.4,28.6,8.3,54688,32520,262.7
orleans parish,louisiana,"362,701",5.3,19.5,18.8,37.1,57.1,0.5,3.3,0.1,8.6,51.2,315700,2.29,10.2,89.6,42.4,7.9,56631,40662,2265.6
natchitoches parish,louisiana,"35,982",5.8,22.4,17.7,54.2,41,1.3,0.8,0.1,3.9,60.9,171300,2.37,3.5,87.6,25.8,7.5,46292,27533,29.9
morehouse parish,louisiana,"23,787",5.5,22.7,21.4,48.7,48.6,0.3,0.7,0.1,1.9,68.6,118800,2.43,1.6,83.7,13.8,7.7,39454,26257,32.2
livingston parish,louisiana,"152,886",6.3,25.2,14.5,85.5,11.2,0.8,0.9,0.1,7.3,80.7,230600,2.74,5.3,88.5,20.5,7.5,80122,35135,219.5
lafourche parish,louisiana,"95,342",5.9,22.5,17.7,79.2,14.4,3.1,0.9,0.1,6.1,79.9,193900,2.48,8.7,83.5,21.1,8,63135,33881,91.4
lafayette parish,louisiana,"122,280",6.2,20.9,17.3,57.1,29.1,0.1,2.2,0.1,8.1,53.1,257000,2.25,10.9,90.9,41.1,12.2,61915,40517,2174.2
lasalle parish,louisiana,"14,702",5.4,21.1,16,83.6,13,1.4,0.5,0.1,9.4,80.6,119500,2.73,6,82.9,13.1,8.4,68497,31649,23.7
jefferson davis parish,louisiana,"31,436",6.6,25,18.2,79.5,16.4,0.9,0.6,0,2.8,77.1,150800,2.6,6.1,84.7,15.4,8.3,57341,30949,49.5
jefferson parish,louisiana,X,5,16.4,22.1,66,19.9,0.2,2.3,0.1,11.5,57.3,247700,1.84,10.1,89.2,35.7,10.9,57235,41624,3928.0
iberville parish,louisiana,"29,766",5.8,20.7,18.4,50.8,46.6,0.5,0.5,0,5.8,75.1,172800,2.4,4.9,82.8,18.6,7.8,54000,29389,48.9
iberia parish,louisiana,"67,540",6.5,24.9,17.7,61.4,32.8,0.7,2.7,0.1,5.8,67.3,164500,2.53,8.2,83,14.8,8.7,56961,30464,121.9
grant parish,louisiana,"22,109",5.7,20.6,16.2,79.8,15.9,1.5,0.7,0,6.8,79.4,143300,2.55,5.9,83.1,15.4,8.2,64016,27694,34.5
franklin parish,louisiana,"6,284",8.1,28.2,18.8,37.3,49.6,2,0.4,0,5.6,60.8,104400,2.68,5.6,80.4,9.9,6.2,39518,22051,678.1
evangeline parish,louisiana,"31,745",6.5,24.2,16.8,69.3,27.5,0.7,0.8,0,6.1,66.2,124600,2.45,16.2,76.8,13.7,9,41915,25351,48.8
east feliciana parish,louisiana,"19,112",4.7,17.5,21.1,56.4,41.3,0.5,0.3,0,2.1,85.6,228100,2.54,2,84.8,19.3,6.4,73085,33464,43.1
east carroll parish,louisiana,"6,892",4.9,19.5,16.6,28.7,68.9,0.4,0.5,0,2.5,58.4,100500,2.03,3.7,72.5,12.2,8.7,33341,18725,17.7
east baton rouge parish,louisiana,"453,022",6.1,22.5,16.1,47.4,46.6,0.5,3.8,0.1,7.3,59.3,248800,2.47,9.3,90.8,38.5,7.7,63071,38736,1002.8
de soto parish,louisiana,"27,274",6.1,23.7,19.6,62.2,33.8,1.4,0.6,0.1,3.4,77.2,154900,2.55,2,85.9,16,7.9,48578,29808,30.6
concordia parish,louisiana,"17,797",5.4,22.9,20.5,57.4,39.7,0.5,0.9,0,3.6,74.2,103800,2.52,3.5,83.2,17.2,7.5,39943,25449,26.8
claiborne parish,louisiana,"13,537",4.4,18.8,23.5,46.8,49.7,0.7,0.6,0,3.6,68.8,82100,2.32,0.9,78,10.7,8.9,32831,20451,18.8
catahoula parish,louisiana,"8,280",5.2,21.5,19.8,68.5,28.7,0.8,0.1,0,6.3,78,101800,2.36,1.7,77.7,16,8.6,50275,24945,12.6
cameron parish,louisiana,"4,678",5.8,21.7,21.1,91.5,4.3,1,0.5,0.1,4.4,95.4,202500,2.47,5.7,92.2,16.8,5.1,75278,35609,4.4
caldwell parish,louisiana,"9,393",5.7,22.2,18.8,80.5,16.7,0.5,0.4,0,3,68.9,93300,2.47,4.2,81.1,11.2,8.9,47028,28818,18.2
calcasieu parish,louisiana,"206,861",6.3,24.6,17.1,70,25.1,0.7,1.8,0.1,5.7,72.8,217000,2.62,6.5,89.8,24.9,7.5,67564,36113,203.7
caddo parish,louisiana,"224,893",5.9,23.1,19.9,45.2,50.6,0.5,1.7,0.1,4.1,60.2,175700,2.35,3.6,87.9,26,8.5,50705,33434,270.4
bossier parish,louisiana,"63,218",7.1,23.7,15.4,55.7,27.8,0.5,2,0,12.7,53.2,202100,2.37,12.2,89.9,24.7,14.2,55819,33062,1431.6
bienville parish,louisiana,"12,412",5.8,22.4,22.2,56.2,40.7,0.5,0.5,0,3,70.2,99500,2.22,1.6,87,13.2,8.2,35011,26797,16.0
beauregard parish,louisiana,"36,695",6.5,25.2,17.2,83.7,11.3,1.3,0.6,0.1,4.2,84.8,161700,2.59,3.4,87.6,17.1,6.8,65944,33625,31.6
avoyelles parish,louisiana,"38,373",6.2,23.9,18.8,66,29.6,1.4,0.5,0.1,4.3,70.1,122400,2.5,8.7,76.7,11.5,9,39325,25028,47.7
assumption parish,louisiana,"20,050",4.6,19.7,21.5,68.3,28.6,1,0.6,0.1,4.5,84.8,150300,2.3,9.4,79.9,13.8,9,51423,31516,61.2
ascension parish,louisiana,"133,534",6.3,25.7,14,70.5,25.6,0.6,1.6,0.1,8.8,81,279600,2.72,8.3,89.3,29.1,6.3,91549,42258,436.3
allen parish,louisiana,"22,501",6.1,23.1,15,71.5,21.9,3.1,0.7,0.1,8.7,74,104500,2.44,10.3,80.7,11.9,7.1,46469,23398,29.9
acadia parish,louisiana,"56,604",7.1,25.7,17.5,79.4,17.8,0.5,0.4,0,3.6,67,155500,2.54,7.4,81.7,13.9,8.8,45562,26490,87.9
woodford county,kentucky,"27,728",5.3,21.2,21.6,91,5,1.2,0.8,0.2,8.9,71.7,299700,2.47,7.5,91.1,40.7,6.3,83788,43877,141.3
wolfe county,kentucky,"6,364",6,23.3,19.8,97.7,0.5,0.5,0.2,0,3.5,73.6,75800,2.36,2,70.1,8.7,8.5,30417,17627,29.5
whitley county,kentucky,"37,233",7.3,26.3,15.9,96.3,1.1,0.3,0.6,0.1,2.4,66.8,131800,2.6,0.9,84.3,20.9,7,44615,23353,83.8
webster county,kentucky,"12,854",6.5,24.4,18.8,90.8,4.1,1,0.8,0.5,8.4,73.8,112900,2.53,6.2,86.2,12.8,8,59628,27267,39.2
wayne county,kentucky,"19,629",5.2,19.9,23.4,95.2,2.2,0.5,0.4,0.1,4.7,69.1,135700,2.4,3.6,80.9,13.9,7.8,45739,25596,42.7
washington county,kentucky,"12,269",5.6,22.7,19.6,91.3,5.2,0.3,0.9,0,4.9,77.6,179200,2.43,5.3,88.8,19.6,5.6,61616,32046,40.5
warren county,kentucky,"147,936",6.6,23.9,13.6,78.8,10.6,0.4,6.5,1,7.4,55.6,258000,2.43,15.3,88.4,32.3,7.4,65794,35497,248.4
union county,kentucky,"13,178",5.5,19.1,21.4,88.6,8.2,0.3,0.6,0.1,2,70.2,104500,2.4,1.3,91.3,13.1,6.3,60327,30559,39.9
trimble county,kentucky,"8,591",5,21.6,19.5,95.5,1,0.9,0.5,0.2,3.5,79.7,172000,2.52,1.5,87.6,17.1,6.2,66027,34349,55.9
trigg county,kentucky,"14,559",5.5,21.7,23.5,89.1,7,0.5,0.4,0.1,3.1,76.9,207700,2.35,7.7,88.4,21.7,8.1,59857,32472,31.8
todd county,kentucky,"12,757",7.2,26.8,16.8,89.1,7.7,0.4,0.4,0.1,5.9,76,166700,2.7,13,82.4,16.5,10.5,61103,32149,32.7
taylor county,kentucky,"26,809",6.2,23.2,18.4,90.7,5.5,0.2,1.1,0.1,3.5,68.8,174200,2.45,3.9,88.3,23,5.9,60456,28896,97.7
spencer county,kentucky,"20,823",5.3,22.4,17.2,95.3,2,0.4,0.6,0.1,3,87.9,330000,2.75,1.6,93,23.6,5,102618,43368,104.4
simpson county,kentucky,"20,350",5.9,23.2,17.4,86.9,9.1,0.4,1,0.1,4.1,66.7,229400,2.44,3.2,90.9,18.8,6.5,59858,31249,83.7
shelby county,kentucky,"50,124",5.6,21.8,17.8,88.3,7.3,0.6,1,0.2,11.4,73.9,304800,2.58,9.8,89.8,32.8,6.6,82604,39890,126.6
scott county,kentucky,"61,700",5.9,23.6,14,89,6.3,0.5,1.5,0.1,6.4,71.7,288500,2.58,4.8,94.2,34.7,4.6,85158,41521,202.8
russell county,kentucky,"18,458",5.5,22.9,21.7,96.2,1.1,0.6,0.6,0.1,5.2,70.8,163200,2.38,4.4,81.8,15.4,6.8,44738,29055,70.9
rowan county,kentucky,"24,675",5.5,20.1,15.4,95.3,2.1,0.3,0.7,0,2.7,61.5,161800,2.25,1.9,87.3,25.9,6.1,54321,30395,88.1
rockcastle county,kentucky,"16,226",5.1,21.1,20.1,97.3,0.6,0.4,0.2,0,1.5,74.3,123600,2.42,1.3,83.4,13.7,7.1,48862,27074,50.7
robertson county,kentucky,"2,382",4.9,21.6,23.3,95.5,1.8,0.3,0.1,0,2.8,79.5,165100,2.75,0,81.5,13.8,6.7,51830,26050,21.9
pulaski county,kentucky,"66,842",5.4,21.6,20.4,95.7,1.4,0.4,1,0.1,3.3,72.5,166900,2.47,2.3,86.3,18.1,7.5,51898,29394,98.8
powell county,kentucky,"12,928",6.5,23.8,17.4,96.5,1.4,0.3,0.3,0,1.7,68.2,141100,2.65,1.6,82,13.8,7.1,40309,23040,73.4
pike county,kentucky,"55,430",4.9,20.1,21.3,97.3,0.9,0.2,0.6,0,1.3,75.3,112000,2.28,1.5,82.5,17.8,7.1,44312,27048,74.6
perry county,kentucky,"26,739",5.9,23.4,18.6,95.8,1.7,0.2,0.9,0,1,70.4,91800,2.42,2.7,80.4,14.8,6.2,42181,28931,83.8
pendleton county,kentucky,"14,844",5.7,22.4,18.7,96.5,1.2,0.4,0.2,0.1,1.7,74.7,159800,2.66,1.1,84.6,15.4,6.4,64669,31070,52.8
owsley county,kentucky,"3,928",6.5,23.2,20.3,97.1,1.1,0.4,0.1,0.1,2,70.1,80100,2.48,0.1,70.4,7.1,6.9,22188,18731,20.5
owen county,kentucky,"11,435",4.7,20.6,21.2,96.9,1.3,0.3,0.3,0,2.9,88,168700,2.64,3.2,86.5,18.3,6.9,61134,30369,32.1
oldham county,kentucky,"70,525",4.7,23.9,15.6,91,4.3,0.5,2.1,0.1,5.4,87.1,393100,2.84,6,94.5,46.4,3.1,122497,54496,361.1
ohio county,kentucky,"23,933",5.5,22.9,19,95.5,2.3,0.4,0.4,0.1,5.9,77.2,121400,2.58,4.6,84.1,13.9,7.6,57798,28772,40.5
nicholas county,kentucky,"7,816",5.9,24.5,16.6,97.5,0.9,0.2,0.4,0,2.7,74.5,123000,2.74,1,87.7,9.8,7.7,59531,25299,38.6
