county,state,youth_share,elderly_share,owneroccupied_units,medianval_ownerunits,pper_household,language_otherenglish,education_bachelorsorhigher,without_insuranceunder65,income_percapita,population_density,disability_prevalence,dependency_ratio,minority_share,hispanic_share,cluster
mille lacs county,minnesota,22.7,19.2,77.7,237500,2.5,3.6,17.6,6.7,35500,46.2,15.8,41.9,9.6,2.7,Medium Risk: Older White Homeowner Communities
morrison county,minnesota,22.5,22.6,80.9,237000,2.4,2.4,19,5.9,36378,30.2,13.1,45.1,3.2,2.1,Medium Risk: Older White Homeowner Communities
mower county,minnesota,25.2,18.5,76,172000,2.5,18.7,23.5,8.5,35609,56.3,11.6,43.7,16.2,14.8,Medium Risk: Older White Homeowner Communities
murray county,minnesota,21.1,28,81.8,179400,2.2,6.5,23.9,6.6,40277,11.6,12.3,49.1,5.3,5.7,Medium Risk: Older White Homeowner Communities
nicollet county,minnesota,20.8,18.6,72.3,258500,2.4,6.6,35.7,4.5,43268,76.8,11.9,39.4,9.2,5.6,Low Risk: Educated Urban Communities
nobles county,minnesota,29.5,17.4,71.9,179200,2.8,35,17.7,10.3,30310,31.2,12.1,46.9,16.1,37,Extreme Risk: Hispanic Immigrant Communities
norman county,minnesota,22.9,21.9,81.6,135700,2.3,4.1,20.9,6.1,37681,7.4,13.5,44.8,8.4,6.4,Medium Risk: Older White Homeowner Communities
olmsted county,minnesota,23.3,17.7,70.7,304500,2.4,14.8,48.5,3.9,52059,249.2,9.7,41,19.2,6.3,Low Risk: Educated Urban Communities
otter tail county,minnesota,21.6,26.6,79.2,252500,2.3,4.3,27.4,6.3,38723,30.5,14.2,48.2,5,4.4,Medium Risk: Older White Homeowner Communities
pennington county,minnesota,22.1,20.3,71.3,188900,2.2,5.9,19.3,4.4,39863,22.7,15,42.4,7.5,5.3,Medium Risk: Older White Homeowner Communities
pine county,minnesota,18.5,23.6,82.7,225600,2.4,3.1,16.3,6.4,34104,20.5,17.7,42.1,9.8,3.2,Medium Risk: Older White Homeowner Communities
pipestone county,minnesota,26.9,21.2,81.5,126700,2.3,5.4,21.6,6.5,36551,20.3,13,48.1,8.3,9.2,Medium Risk: Older White Homeowner Communities
polk county,minnesota,24.1,19.7,72.1,211100,2.4,6.3,28.1,4.9,36332,15.8,11.7,43.8,9.1,7.3,Medium Risk: Older White Homeowner Communities
pope county,minnesota,21.9,26.2,82.7,242800,2.2,3.1,23.8,4.6,40027,16.9,12.9,48.1,3.7,2.3,Medium Risk: Older White Homeowner Communities
ramsey county,minnesota,22.6,16.5,61,304900,2.4,23.2,45.5,6.1,45193,3628,12.3,39.1,35.5,8.7,Low Risk: Educated Urban Communities
red lake county,minnesota,23.6,24.1,83.8,157200,2.4,2.7,17.6,4.3,36616,9.1,12.6,47.7,6.2,4,Medium Risk: Older White Homeowner Communities
redwood county,minnesota,24.4,22.9,79.7,150400,2.4,5.3,20.8,5.7,33771,17.6,12.9,47.3,12.2,4.7,Medium Risk: Older White Homeowner Communities
renville county,minnesota,23.3,22.9,79.4,151900,2.4,6.8,18.4,6.9,36131,15,13.3,46.2,5.9,11.1,Medium Risk: Older White Homeowner Communities
rice county,minnesota,21,17.2,75.9,298500,2.5,13.7,29.7,6.2,38276,135.3,10.1,38.2,13.4,10.8,Low Risk: Educated Urban Communities
rock county,minnesota,22.5,21.5,76,201600,2.4,3.7,26.3,4.9,38201,20.1,10.9,44,5.4,4.6,Medium Risk: Older White Homeowner Communities
roseau county,minnesota,23.5,20.5,80.8,177100,2.5,4.2,20.5,5.6,36987,9.2,11.4,44,8.2,2.6,Medium Risk: Older White Homeowner Communities
st. louis county,minnesota,18.1,22.4,71.2,221400,2.2,3.2,33.6,5,41302,32,15,40.5,8.2,2.1,Medium Risk: Older White Homeowner Communities
scott county,minnesota,24.8,13.7,84.3,393500,2.8,13.3,43.1,4,53499,423.6,8.7,38.5,19,6.9,Low Risk: Educated Urban Communities
sherburne county,minnesota,25.2,13.4,84.2,332700,2.8,5.2,28.1,4.5,44241,224.5,9.9,38.6,10.6,3.7,Low Risk: Educated Urban Communities
sibley county,minnesota,22.3,20.6,81.3,215000,2.5,7.8,18.6,5.5,38862,25.2,13.5,42.9,4.8,10,Medium Risk: Older White Homeowner Communities
stearns county,minnesota,23.6,16.8,67.8,256500,2.5,11.2,28.6,5.9,37806,117.9,11.4,40.4,16.7,5.3,Low Risk: Educated Urban Communities
steele county,minnesota,23.6,20.1,79.9,234200,2.5,7,29.7,5.1,41392,87.1,11.1,43.7,7.5,9.3,Medium Risk: Older White Homeowner Communities
stevens county,minnesota,22.7,18,66.7,180800,2.4,11.4,30.8,5.7,40441,17.2,13,40.7,8.6,13.5,Medium Risk: Older White Homeowner Communities
swift county,minnesota,22.7,24.6,74.3,147100,2.3,6.1,23,7.4,36519,13.3,17.1,47.3,7.1,7.6,Medium Risk: Older White Homeowner Communities
todd county,minnesota,25,24,83.1,188400,2.5,12.8,15.2,9.4,32283,26.7,12.6,49,5.2,10.9,Medium Risk: Older White Homeowner Communities
traverse county,minnesota,22,26.5,79.8,110100,2.3,7.1,17.5,5.3,38451,5.9,15.7,48.5,10.7,7,Medium Risk: Older White Homeowner Communities
wabasha county,minnesota,21.5,24.8,81.6,245800,2.3,3.8,26.6,5,42262,40.9,11.9,46.3,3.5,3.7,Medium Risk: Older White Homeowner Communities
wadena county,minnesota,26.6,20.1,72.5,170500,2.3,3,17.5,6,30037,26.2,15.5,46.7,5.1,2.8,Medium Risk: Older White Homeowner Communities
waseca county,minnesota,21.9,20.2,79.3,213200,2.4,7,20.9,5.6,37199,44.8,11.8,42.1,6,8,Medium Risk: Older White Homeowner Communities
washington county,minnesota,23.5,17.7,81.2,400900,2.6,11.8,48.9,3.3,56650,695.5,9.6,41.2,18.8,5.7,Low Risk: Educated Urban Communities
watonwan county,minnesota,27.2,21,78.2,151600,2.6,23.4,18.2,9.1,35659,25.9,11.4,48.2,7.8,32.5,Extreme Risk: Hispanic Immigrant Communities
wilkin county,minnesota,22.5,21.3,79.7,172300,2.3,2.8,21.5,4.6,36057,8.7,13.8,43.8,6.5,4.8,Medium Risk: Older White Homeowner Communities
winona county,minnesota,16.9,19.8,68.8,222900,2.3,4.9,32.1,5.5,37447,79.3,11.2,36.7,7.4,4,Low Risk: Educated Urban Communities
wright county,minnesota,26.6,14.6,84.3,332800,2.7,5.5,34,3.9,44946,213.8,8.7,41.2,8.4,3.9,Low Risk: Educated Urban Communities
yellow medicine county,minnesota,23,23.2,84.2,148200,2.3,4.5,19,5.6,38668,12.6,13.9,46.2,8.8,6,Medium Risk: Older White Homeowner Communities
wexford county,michigan,22.2,21.8,80.9,170400,2.45,3.4,21.3,6,31949,59.6,18.3,44,4.8,3.1,Medium Risk: Older White Homeowner Communities
wayne county,michigan,23.3,17.4,64.8,178500,2.5,16.4,27.6,6.3,34906,2931.4,15.9,40.7,45.3,7.2,Low Risk: Educated Urban Communities
washtenaw county,michigan,17.8,16.7,61.6,374100,2.33,15.7,58.7,4.2,52714,527.3,10.3,34.5,27.4,6.1,Low Risk: Educated Urban Communities
van buren county,michigan,22.5,21,80.6,206500,2.44,10.1,23,7.5,35009,124.4,12.3,43.5,8.8,13.1,Medium Risk: Older White Homeowner Communities
tuscola county,michigan,19.6,23,86.4,149500,2.43,2.2,16.3,5.1,32616,66.3,19.5,42.6,4,4.1,Medium Risk: Older White Homeowner Communities
st. louis city,michigan,10.8,11.7,67.3,119200,2.31,6,6.4,7.3,13897,2114.6,15.9,22.5,38.3,8.4,High Risk: Rural Minority Communities
st. joseph county,michigan,12.2,23.6,58,299000,1.8,6.9,55.3,5.8,59175,2452.7,16.8,35.8,15.1,5.2,Low Risk: Educated Urban Communities
st. clair county,michigan,23.7,20.2,68.1,223200,2.32,0.9,27.4,8.8,40183,1858.5,16.6,43.9,7.4,1.7,Low Risk: Educated Urban Communities
shiawassee county,michigan,20.3,20.9,80.1,171600,2.39,2,20,5.3,35522,128.2,16.3,41.2,3.8,3.5,Medium Risk: Older White Homeowner Communities
schoolcraft county,michigan,17.2,30.8,86.6,141800,2.05,3.1,21.1,6.5,37006,6.9,19.7,48,14.6,1.9,Medium Risk: Older White Homeowner Communities
sanilac county,michigan,20.4,24.6,82.6,168300,2.28,4.8,16.5,8,33584,42.2,17.2,45,3.3,4.4,Medium Risk: Older White Homeowner Communities
saginaw county,michigan,20.9,21.2,74.1,152800,2.34,4.6,24.4,5.3,34578,237.4,17.7,42.1,24.2,9.4,Medium Risk: Older White Homeowner Communities
roscommon county,michigan,14.1,35.8,85.4,158700,2.03,1.4,20.2,5.8,38044,45.1,23.6,49.9,4.2,2.2,Medium Risk: Older White Homeowner Communities
presque isle county,michigan,15.3,35.3,88.7,151300,1.96,4.1,21.4,6.7,38038,19.7,18.9,50.6,4,1.9,Medium Risk: Older White Homeowner Communities
ottawa county,michigan,22.2,17.6,79.3,323400,2.61,8.1,38.9,4.3,42799,525.6,10,39.8,8.3,10.6,Low Risk: Educated Urban Communities
otsego county,michigan,20.4,22.9,77.2,219700,2.25,2.4,26.3,5.1,38321,48.7,16.5,43.3,5.1,2.3,Medium Risk: Older White Homeowner Communities
oscoda county,michigan,19.4,30.9,87.2,125500,2.21,7.2,15.6,8.4,27888,14.5,22.3,50.3,4.4,2.2,Medium Risk: Older White Homeowner Communities
osceola county,michigan,21.8,23,83.7,155400,2.44,4.3,16.6,7.1,30791,40.4,19.3,44.8,4.8,2.4,Medium Risk: Older White Homeowner Communities
ontonagon county,michigan,12.2,38.9,87.1,111700,1.84,2.3,18.4,5.9,34400,4.4,20.8,51.1,5.7,2.1,Medium Risk: Older White Homeowner Communities
ogemaw county,michigan,17.4,29,83.7,154900,2.2,2,17.2,7,31408,36.9,21.2,46.4,4.8,2.5,Medium Risk: Older White Homeowner Communities
oceana county,michigan,20.5,23.9,84.5,190100,2.52,11.4,21.5,7.4,33025,49.5,16.9,44.4,5,15.8,Medium Risk: Older White Homeowner Communities
oakland county,michigan,19.8,19.3,72.7,343600,2.39,16,51,4.3,56696,1469.4,11.4,39.1,26.6,5.3,Low Risk: Educated Urban Communities
newaygo county,michigan,21.4,21.7,86.5,186700,2.55,5.2,18.1,5.8,31564,59.6,18,43.1,5.2,6.6,Medium Risk: Older White Homeowner Communities
muskegon county,michigan,21.8,19.4,78.1,198300,2.51,4,21.3,5.4,32532,348.9,14.5,41.2,19,6.7,Medium Risk: Older White Homeowner Communities
montmorency county,michigan,15.4,34.1,87.9,158600,1.92,2.6,15.6,6.6,31792,16.7,24.5,49.5,3.9,2,Medium Risk: Older White Homeowner Communities
montcalm county,michigan,20.2,18.6,83.1,185500,2.66,4.7,16,6.8,30876,94.4,16,38.8,7.8,5,Medium Risk: Older White Homeowner Communities
monroe county,michigan,20.4,21,81.7,228900,2.45,3.5,23.3,4.5,40470,281.8,14.7,41.4,6.6,4.8,Medium Risk: Older White Homeowner Communities
missaukee county,michigan,21.7,23.2,84.9,170400,2.54,3.4,18.8,7.9,32706,26.7,18.2,44.9,4.2,3.7,Medium Risk: Older White Homeowner Communities
midland county,michigan,20.5,21.4,78.1,195400,2.36,3.9,36.6,4.1,43622,161.4,14.1,41.9,6.5,3.6,Low Risk: Educated Urban Communities
menominee county,michigan,16.5,28.5,80.7,151800,2.21,2.8,18.5,5.7,34069,22.5,16.5,45,6.7,2.8,Medium Risk: Older White Homeowner Communities
mecosta county,michigan,18.7,21.5,76.9,178900,2.33,6.1,22.5,6.3,29951,71.5,17,40.2,7.3,3.3,Medium Risk: Older White Homeowner Communities
mason county,michigan,18.7,27.5,78.3,219600,2.25,3.3,26.6,5.5,37554,58.7,16.7,46.2,5.5,5.2,Medium Risk: Older White Homeowner Communities
marquette county,michigan,17,20.9,69.6,216500,2.23,2.6,36.8,4.8,35200,36.5,15.3,37.9,6.9,2.2,Medium Risk: Older White Homeowner Communities
manistee county,michigan,16.3,29.2,85.8,182200,2.26,3.4,24.9,6.4,36023,46.2,19.3,45.5,8.6,3.8,Medium Risk: Older White Homeowner Communities
macomb county,michigan,20.3,19.2,75,243900,2.43,15.6,27.7,5.5,40619,1838.4,13.9,39.5,23.4,3.4,Low Risk: Educated Urban Communities
mackinac county,michigan,14.9,30.5,77.9,174500,2.03,7.4,25,8.1,37835,10.6,20.2,45.4,27.2,2.7,Medium Risk: Older White Homeowner Communities
luce county,michigan,15.5,23,82.6,112000,2.13,3.4,17.3,4.9,27499,5.9,24.3,38.5,23.2,2.3,Medium Risk: Older White Homeowner Communities
livingston county,michigan,19.6,21.3,86.9,356800,2.55,3.5,40.2,3.4,51721,343,11.2,40.9,4,3.1,Low Risk: Educated Urban Communities
lenawee county,michigan,20.1,21.5,79.6,196800,2.41,4.8,22.7,5.8,35068,132.6,14.2,41.6,6.3,9.3,Medium Risk: Older White Homeowner Communities
leelanau county,michigan,15,35.7,91.6,458400,2.32,4.3,51.8,5.1,57553,64.2,13.4,50.7,6.7,4.5,Medium Risk: Older White Homeowner Communities
lapeer county,michigan,19.4,21.4,86,239000,2.5,4.2,20.4,6.1,39062,137,15.2,40.8,4.5,5.2,Medium Risk: Older White Homeowner Communities
lake county,michigan,14.6,27.8,82,133900,2.36,4.6,12.7,8.5,28058,21.3,25.7,42.4,15.9,8.7,Medium Risk: Older White Homeowner Communities
keweenaw county,michigan,15.6,37.3,90.7,169800,1.87,3,41.2,3.8,45090,3.8,14.8,52.9,3.1,1.8,Medium Risk: Older White Homeowner Communities
kent county,michigan,23,15.7,70.3,289900,2.54,13.1,40.8,5.8,42992,775.1,10.8,38.7,19.2,11.9,Low Risk: Educated Urban Communities
kalkaska county,michigan,19.7,22.6,88.2,188900,2.32,2.7,19,6.9,34934,32,18.2,42.3,5.1,2.4,Medium Risk: Older White Homeowner Communities
kalamazoo county,michigan,20.8,16.8,64.5,241800,2.38,7.9,41.3,5,41530,465.6,12.3,37.6,19.9,6.1,Low Risk: Educated Urban Communities
jackson county,michigan,20.4,20.2,75,193700,2.41,3.5,23.4,4.8,35930,228.5,14.5,40.6,12.9,4.3,Medium Risk: Older White Homeowner Communities
isabella county,michigan,17.7,14.8,61.8,170400,2.38,6.5,31.3,6.4,30707,112.4,14.8,32.5,12.6,5.5,Low Risk: Educated Urban Communities
iron county,michigan,17,32.7,84.5,109100,2.05,3.4,22.5,5.9,34784,10,21.7,49.7,5.1,2.8,Medium Risk: Older White Homeowner Communities
iosco county,michigan,17,32.2,82.1,142200,2.14,3,19.3,5.9,32108,46,21.6,49.2,5.3,3.1,Medium Risk: Older White Homeowner Communities
ionia county,michigan,20.3,16.9,77.3,198500,2.71,2.5,18.5,5.5,33289,116.9,13.8,37.2,9,5.6,Medium Risk: Older White Homeowner Communities
ingham county,michigan,19.3,15.3,59.5,198800,2.27,13.4,41.2,5.4,37723,512.3,13.5,34.6,25.9,8.8,Low Risk: Educated Urban Communities
huron county,michigan,18.6,28.5,81.8,154300,2.16,3.3,18.5,6.1,35271,37.6,15.8,47.1,3.2,3.2,Medium Risk: Older White Homeowner Communities
houghton county,michigan,19.5,18.3,71.8,159900,2.33,6.5,37.2,6.5,31893,37,11.3,37.8,6.8,1.9,Medium Risk: Older White Homeowner Communities
hillsdale county,michigan,21.3,22.5,82,176100,2.47,3.4,21.2,6.6,32981,76.5,15.8,43.8,3.7,2.9,Medium Risk: Older White Homeowner Communities
gratiot county,michigan,19.2,18.1,78.9,147500,2.4,4.1,18.7,4.7,30221,73.5,15.7,37.3,9.7,7.7,Medium Risk: Older White Homeowner Communities
grand traverse county,michigan,18.9,23.5,77.2,339400,2.34,2.4,40.6,5.1,45034,205.1,12.6,42.4,5.4,3.5,Low Risk: Educated Urban Communities
gogebic county,michigan,16.2,30.4,81,107200,2,2.9,22.8,5.5,36519,13,18.3,46.6,7.2,2.3,Medium Risk: Older White Homeowner Communities
gladwin county,michigan,18.8,28.6,86.1,162300,2.26,3.8,16.9,7.4,32710,50.6,20,47.4,3.1,2.5,Medium Risk: Older White Homeowner Communities
genesee county,michigan,21.8,19.8,70.7,182400,2.38,3.9,23.3,5.9,35334,637.8,17.8,41.6,25.4,4.5,Low Risk: Educated Urban Communities
emmet county,michigan,17.4,26.6,77,315700,2.22,3.1,41.6,5.3,48447,73,14,44,7.6,2.2,Medium Risk: Older White Homeowner Communities
eaton county,michigan,20.2,21.2,74.2,216900,2.36,6.5,30.8,4.5,41090,189.8,15.8,41.4,14.1,6.6,Low Risk: Educated Urban Communities
dickinson county,michigan,19.4,25.7,82.4,153300,2.15,3,25.3,4,36594,34.1,16.5,45.1,4.9,2.3,Medium Risk: Older White Homeowner Communities
delta county,michigan,18.4,27.5,82,157100,2.26,1.5,20.6,5.6,36649,31.5,17.7,45.9,7.1,1.6,Medium Risk: Older White Homeowner Communities
crawford county,michigan,17.6,28.5,79.6,163000,2.12,1.6,20.3,6,31873,23.3,22.9,46.1,4.7,2.6,Medium Risk: Older White Homeowner Communities
clinton county,michigan,20.7,20.1,82.2,259500,2.49,4.5,35.4,3.6,45810,139.7,12.7,40.8,7.4,5.4,Low Risk: Educated Urban Communities
clare county,michigan,19.3,26.5,86.9,133800,2.46,5.5,12.9,7.6,28794,54.7,23.6,45.8,4,2.5,Medium Risk: Older White Homeowner Communities
chippewa county,michigan,17.6,20.3,75,161900,2.26,4.7,23.3,6.1,30655,23.6,17.7,37.9,29.5,2.4,Medium Risk: Older White Homeowner Communities
cheboygan county,michigan,15,30.3,85.6,192500,2.29,3,24.4,7.4,36725,35.8,19.3,45.3,8.1,1.9,Medium Risk: Older White Homeowner Communities
charlevoix county,michigan,17,29.1,83.5,276800,2.1,3,35.2,5.4,48894,62.6,14.7,46.1,5.3,2.3,Medium Risk: Older White Homeowner Communities
cass county,michigan,19.6,23.8,81.6,218000,2.41,4.3,21.8,7.2,39236,105.3,16.3,43.4,10.6,5,Medium Risk: Older White Homeowner Communities
calhoun county,michigan,22.4,19.2,72.7,162800,2.44,6.9,22.9,6.1,34349,190.2,14.3,41.6,19.6,6.3,Medium Risk: Older White Homeowner Communities
branch county,michigan,23.2,20.2,77.7,162500,2.57,11.7,17.3,7.6,31163,88.6,15.3,43.4,6.3,8,Medium Risk: Older White Homeowner Communities
berrien county,michigan,20.8,22.5,72.8,224300,2.35,7.9,30.9,7,38351,271.8,13.8,43.3,20.2,6.7,Low Risk: Educated Urban Communities
benzie county,michigan,16.6,30,87.8,285700,2.34,2,36.9,5.5,42600,56.2,16.3,46.6,4.8,2.7,Medium Risk: Older White Homeowner Communities
bay county,michigan,19.1,23.1,77,152200,2.26,2.3,22.1,5.6,35602,234.8,16.6,42.2,6.1,6.1,Medium Risk: Older White Homeowner Communities
barry county,michigan,21.2,20.8,87.3,264100,2.57,4.9,24.9,5.1,40828,112.9,13.4,42,4.4,3.8,Medium Risk: Older White Homeowner Communities
baraga county,michigan,17.4,23.8,78.5,138100,2.09,2.3,14.8,5.3,29010,9.1,20.2,41.2,26,1.9,Medium Risk: Older White Homeowner Communities
arenac county,michigan,18.3,28.8,86.2,150600,2.27,2.5,16,7,32082,41.3,18.6,47.1,4.7,2.5,Medium Risk: Older White Homeowner Communities
antrim county,michigan,16.5,30,86.4,255500,2.15,1.9,34.3,5.7,42806,49.3,15.9,46.5,4.4,2.4,Medium Risk: Older White Homeowner Communities
alpena county,michigan,18.4,26.4,80,153900,2.17,2.5,18.3,6.1,34583,50.5,21.6,44.8,3.8,1.8,Medium Risk: Older White Homeowner Communities
allegan county,michigan,22.4,19.6,87.4,267100,2.64,7.1,27.1,6,39282,146,11.2,42,5.6,8.3,Medium Risk: Older White Homeowner Communities
alger county,michigan,14.2,28.9,86.3,176200,2.19,2.8,21,5.2,29895,9.7,19.7,43.1,16.4,1.9,Medium Risk: Older White Homeowner Communities
alcona county,michigan,12.8,38.1,89.6,162800,1.94,1.8,21.4,6,36382,15.1,23,50.9,4.1,2.1,Medium Risk: Older White Homeowner Communities
worcester county,massachusetts,20.2,18,65.8,423700,2.5,22.3,39.7,3.2,48914,570.7,12.9,38.2,17,14.5,Low Risk: Educated Urban Communities
suffolk county,massachusetts,15.8,13.9,36.5,705800,2.25,38.8,50.6,3.6,58636,13697.5,12.3,29.7,39,24.1,Low Risk: Educated Urban Communities
plymouth county,massachusetts,20.2,20.9,77.6,556000,2.58,14.7,41.8,2.7,57650,806.1,11.7,41.1,18,5.3,Low Risk: Educated Urban Communities
norfolk county,massachusetts,20,18.5,68.7,683900,2.51,23.3,58.8,2.1,71758,1832.8,9.7,38.5,26.4,6.3,Low Risk: Educated Urban Communities
nantucket county,massachusetts,19.8,17.3,71.8,1593800,2.71,18.7,56.3,3,77014,308.6,9.3,37.1,16.7,18.4,Low Risk: Educated Urban Communities
middlesex county,massachusetts,19.2,17,61.3,727800,2.49,29.1,59.5,2.4,69556,1995.5,9.8,36.2,25.3,9.8,Low Risk: Educated Urban Communities
hampshire county,massachusetts,13.5,20.2,67.8,390300,2.24,12.9,51.6,2.4,45568,307.8,12.1,33.7,13.4,7.7,Low Risk: Educated Urban Communities
hampden county,massachusetts,20.5,19.1,62.2,298800,2.44,25.6,29.3,3.8,38219,755,16.4,39.6,19.2,28,Low Risk: Educated Urban Communities
franklin county,massachusetts,16.1,26.5,70.1,329000,2.2,6.7,40.6,3,42563,101.6,17,42.6,7.2,5.8,Low Risk: Educated Urban Communities
essex county,massachusetts,20.6,19.4,63.5,619100,2.54,28.7,43,3.6,54665,1644.3,12.1,40,17.3,25.7,Low Risk: Educated Urban Communities
dukes county,massachusetts,17.3,28.8,82.1,1165800,2.73,14.1,51.9,4.8,79756,199.6,10.9,46.1,12.1,3.7,Low Risk: Educated Urban Communities
bristol county,massachusetts,20,18.6,62.3,451200,2.43,21.7,30.8,3.9,44757,1047.2,14.6,38.6,15.5,10.9,Low Risk: Educated Urban Communities
berkshire county,massachusetts,15.3,26.6,69.9,305400,2.14,8.1,40,2.8,49365,139.2,15.7,41.9,9.5,6.3,Low Risk: Educated Urban Communities
barnstable county,massachusetts,13.6,34.8,81.1,629000,2.16,10.8,48.2,3.1,62086,580.9,14.3,48.4,9,4,Low Risk: Educated Urban Communities
worcester county,maryland,16.8,29.9,78,374700,2.19,6.3,35.3,6.8,53274,112,14.9,46.7,16.8,4.2,Medium Risk: Older White Homeowner Communities
wicomico county,maryland,22.5,17.5,62.3,254700,2.49,13.9,29.5,8.3,37997,276.7,12.2,40,36.3,7.4,Low Risk: Educated Urban Communities
washington county,maryland,21.4,18.5,66.8,296100,2.48,9.4,24.1,7.5,39035,338,15.3,39.9,21.3,9.2,Low Risk: Educated Urban Communities
talbot county,maryland,18.3,30.6,75.1,409700,2.28,9.9,42,7.3,56059,139.7,16.4,48.9,18.5,10.6,Low Risk: Educated Urban Communities
st. mary's county,maryland,23.7,15.1,73.2,407600,2.65,7.3,36.5,5.4,53417,317.3,11.2,38.8,24,6.6,Low Risk: Educated Urban Communities
somerset county,maryland,17.9,18.3,73.1,173200,2.38,6.5,19.4,7.2,28462,77,16.3,36.2,46,5,High Risk: Rural Minority Communities
queen anne's county,maryland,20.6,22,82.9,462700,2.58,5.7,38,5.9,55382,134.2,10.5,42.6,10.8,6.6,Low Risk: Educated Urban Communities
prince george's county,maryland,21.7,15.9,62.3,426000,2.7,30.7,36.7,11.4,46366,2003.9,10.1,37.6,71.6,23.9,Low Risk: Educated Urban Communities
montgomery county,maryland,22.5,18,65.3,640300,2.72,43,60.6,7.9,67571,2153.8,9.1,40.5,42.5,21.7,Low Risk: Educated Urban Communities
kent county,maryland,14.9,29.4,72.5,330900,2.09,5,39.6,7.2,47492,69.3,14.7,44.3,18.5,6.1,Low Risk: Educated Urban Communities
howard county,maryland,23.1,16.3,71.5,597900,2.76,28.3,64.5,4.5,67501,1324.2,8.4,39.4,47.4,9.1,Low Risk: Educated Urban Communities
harford county,maryland,21.9,18.5,79.7,386400,2.57,8.6,40.3,4.9,51717,596.9,10.9,40.4,23.8,6.2,Low Risk: Educated Urban Communities
garrett county,maryland,17.2,25.8,79.7,235300,2.22,3.3,25.9,8,43354,44.4,18.7,43,3.3,1.6,Medium Risk: Older White Homeowner Communities
frederick county,maryland,23.1,16,77,464600,2.7,17.7,45.8,5.7,54982,411.3,9.6,39.1,24.4,13.7,Low Risk: Educated Urban Communities
dorchester county,maryland,20.5,24.4,65.6,262400,2.38,6.1,19.4,8.2,35605,60.2,16.5,44.9,34.2,6.6,High Risk: Rural Minority Communities
charles county,maryland,23.4,14.6,82.1,428500,2.78,10.2,33.5,5.4,51110,363.9,10.8,38,63.6,8.7,Low Risk: Educated Urban Communities
cecil county,maryland,21.9,18.2,75.3,343400,2.54,6.9,28,5.3,43250,299.5,12.9,40.1,14.4,6,Low Risk: Educated Urban Communities
carroll county,maryland,22,18.8,84.3,434000,2.66,6.9,40.7,4.4,53124,386.2,12.1,40.8,10.8,5.7,Low Risk: Educated Urban Communities
